model,manufacturer,gaming_adapt,operating_system,weight,RAM_memory_volume,CPU_speed,processor_model,processor_generation,memory_type,storage_capacity,hard_drive_type,optical_drive,screen_size,screen_resolution,screen_type,display_refresh_rate,touch_screen,webcam,security_measures,cellular_modem,low_price,high_price,average_price,Data_acquisition_date,comp_model_url,computer_entry_date
  Dell Latitude 7440 L7440-8445 ,Dell,לא רלוונטי,Windows 10 PRO,"1.33 ק""ג",16 GB,3.7Ghz,1355U,דור 13,DDR5,512 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,לא זמין,כולל,קורא טביעות אצבע,לא כולל,7688,7890,7789.0,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1193492,5/2023
  Dell Inspiron 3511 IN-RD33-14075 ,Dell,לא רלוונטי,ללא,"1.73 ק""ג",8 GB,2.4Ghz,1135G7,דור 11,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LED,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,2266,2749,2507.5,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1181365,1/2023
  Dell XPS 15 9520 XP-RD33-13669 ,Dell,לא רלוונטי,Windows 11 Pro,"2.05 ק""ג",32 GB,3.5Ghz,12700H,דור 12,DDR5,1000 GB,SSD,לא כולל,15.6 אינטש,1920x1200,LCD,60 Hz,ללא,1 מגה פיקסל,קורא טביעות אצבע,לא כולל,11194,12947,12070.5,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1165597,8/2022
  Dell Vostro 3520 V3520-7562 ,Dell,לא רלוונטי,Windows 11 Pro,"1.66 ק""ג",16 GB,4.7Ghz,1255U,דור 12,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,3990,4699,4344.5,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1175355,11/2022
  Dell Latitude 15 3530 LT-RD33-14038 ,Dell,לא רלוונטי,Windows 10 PRO,"1.79 ק""ג",8 GB,3.3Ghz,1235U,דור 12,DDR4,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,כולל,לא כולל,לא כולל,3389,3849,3619.0,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1181362,1/2023
  Dell Inspiron 3511 IN-RD33-13115 ,Dell,לא רלוונטי,ללא,"1.73 ק""ג",8 GB,3Ghz,1115G4,דור 11,DDR4,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LED,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,1655,1930,1792.5,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1129798,11/2021
  Dell Inspiron 5510 IN-RD33-13326 ,Dell,לא רלוונטי,ללא,"1.57 ק""ג",8 GB,3.1Ghz,11300H,דור 11,DDR4,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LED,60 Hz,ללא,1 מגה פיקסל,קורא טביעות אצבע,לא כולל,2490,3285,2887.5,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1140812,1/2022
  Dell Vostro 3510 V3510-7224 ,Dell,לא רלוונטי,Windows 11 Home,"1.69 ק""ג",16 GB,4.7Ghz,1165G7,דור 11,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,3596,3900,3748.0,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1141434,2/2022
  Dell G15 5520 IN-RD33-14062 ,Dell,גיימינג,Windows 11 Home,"2.51 ק""ג",16 GB,3.8Ghz,12900H,דור 12,DDR5,1000 GB,SSD,לא כולל,15.6 אינטש,2560x1440,LED,240 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,8600,9594,9097.0,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1179979,1/2023
  Dell Vostro 3510 VM-RD09-13383 ,Dell,לא רלוונטי,ללא,"1.69 ק""ג",8 GB,2.4Ghz,1135G7,דור 11,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,2564,2799,2681.5,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1141767,2/2022
  Dell Vostro 3510 V3510-6125 ,Dell,לא רלוונטי,Windows 11 Pro,"1.69 ק""ג",8 GB,2.4Ghz,1135G7,דור 11,DDR4,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,2587,3277,2932.0,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1140811,1/2022
  Dell Latitude 7430 L7430-8420 ,Dell,לא רלוונטי,Windows 10 PRO,"1.22 ק""ג",16 GB,4.7Ghz,1255U,דור 12,לא זמין,512 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,5390,6478,5934.0,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1161482,7/2022
  Dell Vostro 3510 V3510-7316 ,Dell,לא רלוונטי,Windows 11 Home,"1.69 ק""ג",8 GB,2.8Ghz,1165G7,דור 11,DDR4,,SSD,לא כולל,לא זמין,,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,3590,4000,3795.0,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1141435,2/2022
  Dell Vostro 3520 VM-RD09-13959 ,Dell,לא רלוונטי,Windows 11 Home,"1.69 ק""ג",16 GB,3.5Ghz,1255U,דור 12,DDR4,,SSD,לא כולל,לא זמין,,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,3690,4195,3942.5,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1177655,12/2022
  Dell Vostro 5620 VM-RD09-14079 ,Dell,לא רלוונטי,Windows 11 Home,"1.91 ק""ג",16 GB,3.4Ghz,1260P,דור 12,DDR4,,SSD,לא כולל,לא זמין,,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,4506,4699,4602.5,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1181364,1/2023
  Dell Vostro 3420 VM-RD33-13926 ,Dell,לא רלוונטי,ללא,"1.49 ק""ג",8 GB,2.4Ghz,1135G7,דור 11,DDR4,,SSD,לא כולל,לא זמין,,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,2239,2690,2464.5,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1171567,10/2022
  Dell Vostro 5620 VM-RD09-14078 ,Dell,לא רלוונטי,Windows 11 Pro,"1.91 ק""ג",16 GB,4.4Ghz,1240P,דור 12,DDR4,,SSD,לא כולל,לא זמין,,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,3877,4420,4148.5,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1181363,1/2023
  Dell XPS 13 Plus 9320 XP-RD33-14056 ,Dell,לא רלוונטי,Windows 11 Pro,"1.26 ק""ג",16 GB,3.4Ghz,1260P,דור 12,DDR4,,SSD,לא כולל,,,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,10285,11700,10992.5,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1181569,1/2023
